CurTime,logDuration,capVoltage,timesinceMovement,timePresent,personPresent
09:48:37,0:6:25,0.04809384,6.45412868166667,6.33333333333333,0
09:55:26,0:13:15,0.04809384,13.2820947433333,6.33333333333333,0
10:02:16,0:20:4,0.04809384,20.1100108,6.33333333333333,0
10:09:05,0:26:54,0.04809384,26.9210751716667,6.33333333333333,0
10:11:22,0:29:10,48.64751,29.2026533066667,6.33333333333333,1
10:11:22,0:29:10,0.05043989,29.2026533066667,6.33333333333333,1
10:18:11,0:36:0,1.2,6.818831815,6.33333333333333,1
10:25:19,0:43:8,1.2,7.12591252,13.3666666666667,1
10:25:19,0:43:8,48.64751,7.12591252,13.3666666666667,1
10:38:06,0:55:54,48.64751,12.7733938783333,25.9666666666667,1
10:38:06,0:55:54,1.2,12.7733938783333,25.9666666666667,1
10:44:55,1:2:44,0.8856305,6.824832415,32.7,1
10:51:45,1:9:33,0.9583578,6.81099769833333,39.4166666666667,1
10:58:34,1:16:23,1.2,6.81308124,46.15,1
10:58:39,1:16:27,48.64751,0.05380538,46.2166666666667,1
10:58:39,1:16:27,1.2,0.05380538,46.2166666666667,1
11:05:28,1:23:17,1.2,6.81414801333333,52.95,1
11:12:18,1:30:6,1.2,6.81599819833333,59.6833333333333,1
11:19:07,1:36:56,1.2,6.81908184,66.4166666666667,1
11:22:56,1:40:44,1.2,3.81359798833333,70.1833333333333,1
11:22:56,1:40:44,48.64751,3.81359798833333,70.1833333333333,1
11:29:45,1:47:34,1.2,6.809730905,76.9,1
11:36:35,1:54:23,1.2,6.81361462666667,83.6333333333333,1
11:43:24,2:1:13,1.2,6.81624822333333,90.3666666666667,1
11:50:14,2:8:3,1.2,6.81936520166667,97.1,1
11:57:03,2:14:52,0.3800587,6.81149914,103.833333333333,1
12:03:53,2:21:41,1.2,6.82074297166667,110.566666666667,1
12:10:42,2:28:30,1.144868,6.80871413666667,117.283333333333,1
12:17:32,2:35:20,0.1489736,6.81156442166667,124.016666666667,1
12:24:21,2:42:9,0.06920821,13.6394971466667,124.016666666667,1
12:31:10,2:48:59,0.05982405,20.4674298716667,124.016666666667,1
12:38:00,2:55:48,0.05513197,27.2953625966667,124.016666666667,1
12:44:50,3:2:38,0.05278593,34.1232953216667,124.016666666667,1
12:54:29,3:12:18,1.2,43.77367693,124.016666666667,1
12:54:29,3:12:18,48.64751,0.000266693333333333,124.033333333333,1
13:01:19,3:19:7,1.2,6.81024762333333,130.75,1
13:01:58,3:19:46,48.64751,0.628712865,131.383333333333,1
13:01:58,3:19:46,1.2,0.628712865,131.383333333333,1
13:08:47,3:26:35,0.2557185,6.809279795,138.116666666667,1
13:15:36,3:33:25,0.08093842,13.6358451283333,138.116666666667,1
13:22:26,3:40:14,0.05982405,20.4627569183333,138.116666666667,1
13:29:15,3:47:3,1.2,27.2904616816667,138.133333333333,1
13:36:04,3:53:53,0.2768328,6.811031035,144.85,1
13:42:54,4:0:42,1.2,13.6389470916667,144.85,1
13:49:43,4:7:32,1.2,6.81984858333333,151.583333333333,1
13:58:03,4:15:52,0.7354839,8.32719930333333,159.8,1
13:58:04,4:15:52,48.64751,8.32719930333333,159.8,1
14:04:53,4:22:41,0.1231672,6.81911517666667,166.533333333333,1
14:05:02,4:22:51,0.1208211,6.97119705,166.533333333333,1
14:11:52,4:29:40,0.06686217,13.7991464433333,166.533333333333,1
14:18:41,4:36:30,1.2,20.6252814016667,166.533333333333,1
14:25:30,4:43:19,0.2369502,6.80816557,173.25,1
14:32:20,4:50:8,1.2,13.63541557,173.25,1
14:39:09,4:56:58,1.2,6.81916270666667,179.983333333333,1
14:46:01,5:3:49,48.64751,6.85835243333333,186.75,1
14:46:01,5:3:49,0.1958944,6.85835243333333,186.75,1
14:52:50,5:10:39,0.0739003,6.82301556666667,186.75,1
14:59:40,5:17:28,0.05982405,13.6340299333333,186.75,1
15:06:29,5:24:17,0.05513197,20.4619626583333,186.75,1
15:13:18,5:31:7,0.05278593,27.2898953833333,186.75,1
15:20:08,5:37:56,0.05278593,34.100959755,186.75,1
15:26:57,5:44:46,0.05278593,40.92889248,186.75,1
15:33:47,5:51:35,0.05278593,47.7568085366667,186.75,1
15:40:36,5:58:24,1.2,54.58475793,186.75,1
15:47:25,6:5:14,1.2,6.80999759833333,193.466666666667,1
15:54:15,6:12:3,0.1818182,6.816231555,200.2,1
16:01:04,6:18:53,1.2,13.64416428,200.2,1
16:09:47,6:27:36,1.2,8.71877179,208.8,1
16:16:37,6:34:25,0.2463343,6.81078101,215.516666666667,1
16:23:44,6:41:32,48.64751,13.9429108183333,215.516666666667,1
16:23:44,6:41:32,1.2,13.9429108183333,215.516666666667,1
16:30:33,6:48:22,1.2,6.807930725,222.233333333333,1
16:30:49,6:48:38,48.64751,0.254558786666667,222.5,1
16:30:50,6:48:38,1.2,0.254558786666667,222.5,1
16:37:39,6:55:27,0.9900294,6.81518145,229.233333333333,1
16:44:28,7:2:17,1.2,6.82351561666667,235.966666666667,1
16:51:17,7:9:6,1.2,6.80844744333333,242.683333333333,1
16:58:07,7:15:55,1.2,6.81596486166667,249.416666666667,1
17:04:56,7:22:45,1.2,6.80534713333333,256.133333333333,1
17:11:45,7:29:34,1.2,6.81129772833333,262.866666666667,1
17:18:35,7:36:23,1.2,6.81596486166667,269.6,1
17:25:24,7:43:12,0.2510264,6.805330465,276.316666666667,1
17:32:13,7:50:2,0.08093842,13.6332465216667,276.316666666667,1
17:39:03,7:56:51,0.05982405,20.461195915,276.316666666667,1
17:45:52,8:3:40,0.05747801,27.2722102816667,276.316666666667,1
17:52:41,8:10:30,0.05278593,34.1001430066667,276.316666666667,1
17:59:31,8:17:19,0.05043989,40.9281090683333,276.316666666667,1
