CurTime,logDuration,capVoltage,timesinceMovement,timePresent,personPresent
18:37:27,0:3:35,0.21,1.25,2.3,0
18:37:28,0:3:35,0.21,1.25,2.3,0
18:37:28,0:3:36,0.21,1.27,2.3,0
18:37:29,0:3:36,0.21,1.27,2.3,0
18:37:29,0:3:37,0.21,1.29,2.3,0
18:37:30,0:3:37,0.21,1.29,2.3,0
18:37:30,0:3:38,0.21,1.3,2.3,0
18:37:31,0:3:38,0.21,1.3,2.3,0
18:37:31,0:3:39,0.21,1.32,2.3,0
18:37:32,0:3:39,0.21,1.32,2.3,0
18:37:32,0:3:40,0.21,1.32,2.3,0
18:37:33,0:3:40,0.21,1.34,2.3,0
18:37:33,0:3:41,0.21,1.34,2.3,0
18:37:34,0:3:41,0.21,1.35,2.3,0
18:37:34,0:3:42,0.21,1.35,2.3,0
18:37:35,0:3:42,0.21,1.37,2.3,0
18:37:35,0:3:43,0.21,1.37,2.3,0
18:37:36,0:3:43,0.21,1.39,2.3,0
18:37:36,0:3:44,0.2,1.39,2.3,0
18:37:37,0:3:44,0.2,1.41,2.3,0
18:37:37,0:3:45,0.2,1.41,2.3,0
18:37:38,0:3:45,0.2,1.42,2.3,0
18:37:38,0:3:46,0.2,1.42,2.3,0
18:37:39,0:3:46,0.2,1.44,2.3,0
18:37:39,0:3:47,0.2,1.44,2.3,0
18:37:40,0:3:47,0.2,1.46,2.3,0
18:37:40,0:3:47,0.2,1.46,2.3,0
18:37:41,0:3:48,0.2,1.47,2.3,0
18:37:41,0:3:48,0.2,1.47,2.3,0
18:37:42,0:3:49,0.2,1.49,2.3,0
18:37:42,0:3:49,0.2,1.49,2.3,0
18:37:43,0:3:50,0.2,1.51,2.3,0
18:37:43,0:3:50,0.2,1.51,2.3,0
18:37:44,0:3:51,0.2,1.52,2.3,0
18:37:44,0:3:51,0.2,1.52,2.3,0
18:37:45,0:3:52,0.2,1.54,2.3,0
18:37:45,0:3:52,0.2,1.54,2.3,0
18:37:46,0:3:53,0.2,1.56,2.3,0
18:37:47,0:3:54,0.2,1.57,2.3,0
18:37:47,0:3:54,0.2,1.57,2.3,0
18:37:48,0:3:55,0.2,1.59,2.3,0
18:37:48,0:3:55,0.19,1.59,2.3,0
18:37:49,0:3:56,0.2,1.61,2.3,0
18:37:49,0:3:56,0.2,1.61,2.3,0
18:37:50,0:3:57,0.2,1.63,2.3,0
18:37:50,0:3:57,0.2,1.63,2.3,0
18:37:51,0:3:58,0.19,1.64,2.3,0
18:37:51,0:3:58,0.19,1.64,2.3,0
18:37:52,0:3:59,0.19,1.66,2.3,0
18:37:52,0:3:59,0.19,1.66,2.3,0
18:37:53,0:4:0,0.19,1.68,2.3,0
18:37:53,0:4:0,0.19,1.68,2.3,0
18:37:54,0:4:1,0.19,1.69,2.3,0
18:37:54,0:4:1,0.19,1.69,2.3,0
18:37:55,0:4:2,0.19,1.71,2.3,0
18:37:55,0:4:2,0.19,1.71,2.3,0
18:37:56,0:4:3,0.19,1.71,2.3,0
18:37:56,0:4:3,0.19,1.73,2.3,0
18:37:57,0:4:4,0.19,1.73,2.3,0
18:37:57,0:4:4,0.19,1.74,2.3,0
18:37:58,0:4:5,0.19,1.74,2.3,0
18:37:58,0:4:5,0.19,1.76,2.3,0
18:37:59,0:4:6,0.19,1.76,2.3,0
18:37:59,0:4:6,0.19,1.78,2.3,0
18:38:00,0:4:7,0.19,1.78,2.3,0
18:38:00,0:4:7,0.18,1.79,2.3,0
18:38:01,0:4:8,0.19,1.79,2.3,0
18:38:01,0:4:8,0.19,1.81,2.3,0
18:38:02,0:4:9,0.19,1.81,2.3,0
18:38:02,0:4:9,0.19,1.83,2.3,0
18:38:03,0:4:10,0.19,1.83,2.3,0
18:38:03,0:4:10,0.18,1.84,2.3,0
18:38:03,0:4:11,0.18,1.84,2.3,0
18:38:04,0:4:11,0.18,1.86,2.3,0
18:38:04,0:4:12,0.18,1.86,2.3,0
18:38:05,0:4:12,0.18,1.88,2.3,0
18:38:05,0:4:13,0.18,1.88,2.3,0
18:38:06,0:4:13,0.18,1.9,2.3,0
18:38:06,0:4:14,0.18,1.9,2.3,0
18:38:07,0:4:14,0.18,1.91,2.3,0
18:38:07,0:4:15,0.18,1.91,2.3,0
18:38:08,0:4:15,0.18,1.93,2.3,0
18:38:08,0:4:16,0.18,1.93,2.3,0
18:38:09,0:4:16,0.18,1.95,2.3,0
18:38:09,0:4:17,0.18,1.95,2.3,0
18:38:10,0:4:17,0.18,1.96,2.3,0
18:38:10,0:4:18,0.18,1.96,2.3,0
18:38:11,0:4:18,0.18,1.98,2.3,0
18:38:11,0:4:19,0.18,1.98,2.3,0
18:38:12,0:4:19,0.18,2.0,2.3,0
18:38:12,0:4:20,0.18,2.0,2.3,0
18:38:13,0:4:20,0.18,2.01,2.3,0
18:38:13,0:4:21,0.18,2.01,2.3,0
18:38:14,0:4:21,0.18,2.03,2.3,0
18:38:14,0:4:22,0.18,2.03,2.3,0
